,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Date,Team
5155,Harry Winks,8.0,eng ENG,"DM,CM",28-274,90,0,0,0,0,4,1,0,0,67,1,0,0,0.1,0.1,0.1,3,0,46,55,83.6,6,36,4,0,0,2024-11-2,Leicester City
5156,Wilfred Ndidi,6.0,ng NGA,DM,27-322,70,0,0,0,0,0,0,0,0,35,1,1,3,0.0,0.0,0.1,1,0,21,25,84.0,3,19,0,0,0,2024-11-2,Leicester City
5157,Boubakary Soumaré,24.0,fr FRA,"DM,CB",25-249,20,0,0,0,0,1,0,0,0,16,0,0,0,0.0,0.0,0.0,2,0,12,14,85.7,3,10,0,1,0,2024-11-2,Leicester City
5158,Victor Bernth Kristiansen,16.0,dk DEN,LB,21-322,85,0,0,0,0,0,0,0,0,58,6,1,1,0.0,0.0,0.1,1,0,34,44,77.3,1,30,3,2,0,2024-11-2,Leicester City
5159,Jordan Ayew,18.0,gh GHA,FW,33-052,5,1,0,0,0,5,1,0,0,6,0,0,0,0.7,0.7,0.0,2,1,1,1,100.0,0,3,1,0,0,2024-11-2,Leicester City
5160,Jannik Vestergaard,23.0,dk DEN,CB,32-091,90,0,0,0,0,0,0,0,0,88,3,1,1,0.0,0.0,0.0,1,0,70,77,90.9,7,53,1,0,0,2024-11-2,Leicester City
5161,Wout Faes,3.0,be BEL,CB,26-213,90,0,0,0,0,2,0,0,0,63,3,0,1,0.1,0.1,0.0,1,0,47,54,87.0,6,38,1,1,1,2024-11-2,Leicester City
5162,Ricardo Pereira,21.0,pt POR,RB,31-027,79,0,0,0,0,0,0,0,0,43,1,0,2,0.0,0.0,0.0,2,0,33,40,82.5,2,24,1,0,0,2024-11-2,Leicester City
5163,Bilal El Khannouss,11.0,ma MAR,"CM,RB",20-176,11,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.1,2,0,4,8,50.0,1,4,0,0,0,2024-11-2,Leicester City
5164,Mads Hermansen,30.0,dk DEN,GK,24-114,90,0,0,0,0,0,0,0,0,43,0,0,0,0.0,0.0,0.0,0,0,19,42,45.2,0,27,0,0,0,2024-11-2,Leicester City
5165,15 Players,,,,,990,1,1,0,0,20,5,2,0,596,21,4,13,1.5,1.5,1.2,33,2,372,475,78.3,37,352,25,26,12,2024-11-2,Leicester City
5166,Liam Delap,19.0,eng ENG,FW,21-254,78,0,0,0,0,3,0,0,0,24,0,0,2,0.2,0.2,0.0,3,0,9,12,75.0,1,13,2,5,2,2024-10-19,Ipswich Town
5167,George Hirst,27.0,eng ENG,FW,25-247,12,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,1,0,2,3,66.7,1,0,0,0,0,2024-10-19,Ipswich Town
5168,Jack Clarke,47.0,eng ENG,LW,23-331,70,0,0,0,0,1,0,0,0,30,4,2,2,0.3,0.3,0.0,1,0,15,20,75.0,1,11,0,2,2,2024-10-19,Ipswich Town
5169,Sammie Szmodics,23.0,ie IRL,LW,29-025,20,0,0,0,0,0,0,0,0,13,1,0,1,0.0,0.0,0.1,2,0,9,9,100.0,0,6,1,1,0,2024-10-19,Ipswich Town
5170,Wes Burns,7.0,wls WAL,RW,29-331,62,0,0,0,0,0,0,0,0,20,0,0,0,0.0,0.0,0.3,1,0,12,17,70.6,0,17,1,0,0,2024-10-19,Ipswich Town
5171,Conor Chaplin,10.0,eng ENG,"AM,RW",27-246,28,0,0,0,0,1,1,0,0,14,0,0,0,0.1,0.1,0.0,0,0,8,11,72.7,2,10,0,1,0,2024-10-19,Ipswich Town
5172,Omari Hutchinson,20.0,eng ENG,"AM,RW",20-355,90,0,0,0,0,2,0,0,0,54,0,0,1,0.1,0.1,0.3,4,0,28,40,70.0,3,41,4,5,0,2024-10-19,Ipswich Town
5173,Kalvin Phillips,8.0,eng ENG,DM,28-322,70,0,0,0,0,1,0,0,0,54,2,0,3,0.1,0.1,0.1,1,0,37,42,88.1,5,24,0,1,1,2024-10-19,Ipswich Town
5174,Jack Taylor,14.0,ie IRL,DM,26-118,20,0,0,0,0,2,1,1,0,18,0,0,0,0.2,0.2,0.0,3,0,13,15,86.7,5,13,0,1,1,2024-10-19,Ipswich Town
5175,Sam Morsy,5.0,eg EGY,DM,33-039,90,0,0,0,0,0,0,0,0,78,3,0,0,0.0,0.0,0.0,3,0,70,73,95.9,11,41,0,1,1,2024-10-19,Ipswich Town
5176,Leif Davis,3.0,eng ENG,LB,24-281,90,0,0,0,0,0,0,0,0,64,1,2,1,0.0,0.0,0.3,3,0,39,54,72.2,3,23,0,2,0,2024-10-19,Ipswich Town
5177,Cameron Burgess,15.0,au AUS,CB,28-364,90,0,0,0,0,2,0,0,0,98,1,1,1,0.1,0.1,0.0,0,0,67,84,79.8,6,55,1,0,0,2024-10-19,Ipswich Town
5178,Luke Woolfenden,6.0,eng ENG,CB,25-364,90,0,0,0,0,0,0,0,0,73,1,2,0,0.0,0.0,0.0,0,0,62,68,91.2,3,52,1,0,0,2024-10-19,Ipswich Town
5179,Dara O'Shea,26.0,ie IRL,RB,25-229,62,0,0,0,0,1,0,0,0,51,0,2,1,0.1,0.1,0.0,3,0,37,43,86.0,5,23,0,0,0,2024-10-19,Ipswich Town
5180,Harry Clarke,2.0,eng ENG,RB,23-231,28,0,0,0,0,0,0,0,0,27,0,0,0,0.0,0.0,0.0,0,0,23,26,88.5,2,16,2,0,0,2024-10-19,Ipswich Town
5181,Arijanet Muric,1.0,xk KVX,GK,25-347,90,0,0,0,0,0,0,0,0,26,0,0,0,0.0,0.0,0.0,0,0,18,22,81.8,0,14,0,0,0,2024-10-19,Ipswich Town
5182,16 Players,,,,,990,0,0,0,0,13,2,1,0,647,13,9,12,1.3,1.3,1.1,25,0,449,539,83.3,48,359,12,19,7,2024-10-19,Ipswich Town
5183,Liam Delap,19.0,eng ENG,FW,21-240,82,1,0,0,0,2,2,0,0,18,1,0,0,0.1,0.1,0.1,2,0,4,8,50.0,0,13,2,2,1,2024-10-5,Ipswich Town
5184,George Hirst,27.0,eng ENG,FW,25-233,8,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,0,2,0.0,0,3,0,0,0,2024-10-5,Ipswich Town
5185,Jack Clarke,47.0,eng ENG,LW,23-317,73,0,0,0,0,0,0,1,0,27,1,0,0,0.0,0.0,0.0,2,0,15,20,75.0,3,21,2,3,2,2024-10-5,Ipswich Town
5186,Sammie Szmodics,23.0,ie IRL,LW,29-011,17,0,0,0,0,1,0,0,0,7,0,0,0,0.1,0.1,0.0,0,0,4,4,100.0,0,6,0,3,1,2024-10-5,Ipswich Town
5187,Wes Burns,7.0,wls WAL,RW,29-317,73,0,0,0,0,1,0,0,0,27,0,0,0,0.0,0.0,0.1,2,0,16,24,66.7,1,24,5,1,1,2024-10-5,Ipswich Town
5188,Chiedozie Ogbene,21.0,ie IRL,RW,27-157,17,0,0,0,0,0,0,0,0,8,1,0,0,0.0,0.0,0.0,0,0,5,5,100.0,0,6,1,1,0,2024-10-5,Ipswich Town
5189,Omari Hutchinson,20.0,eng ENG,AM,20-341,82,0,0,0,0,0,0,0,0,35,1,0,0,0.0,0.0,0.0,1,0,21,28,75.0,3,24,1,4,3,2024-10-5,Ipswich Town
5190,Conor Chaplin,10.0,eng ENG,AM,27-232,8,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.1,1,0,4,6,66.7,1,5,0,0,0,2024-10-5,Ipswich Town
5191,Kalvin Phillips,8.0,eng ENG,DM,28-308,73,0,0,0,0,1,0,0,0,48,3,2,1,0.0,0.0,0.0,1,0,30,39,76.9,3,32,2,1,0,2024-10-5,Ipswich Town
5192,Jack Taylor,14.0,ie IRL,DM,26-104,17,0,0,0,0,1,0,0,0,20,0,0,1,0.0,0.0,0.0,0,0,14,18,77.8,0,17,1,0,0,2024-10-5,Ipswich Town
5193,Sam Morsy,5.0,eg EGY,DM,33-025,90,0,0,0,0,1,0,0,0,67,1,1,0,0.0,0.0,0.0,1,0,56,64,87.5,5,49,2,1,1,2024-10-5,Ipswich Town
5194,Leif Davis,3.0,eng ENG,LB,24-267,90,0,0,0,0,0,0,0,0,55,1,2,0,0.0,0.0,0.4,6,0,47,50,94.0,5,37,3,0,0,2024-10-5,Ipswich Town
5195,Jacob Greaves,24.0,eng ENG,CB,24-023,90,0,0,0,0,1,0,0,0,66,2,0,3,0.3,0.3,0.0,0,0,51,54,94.4,3,43,0,0,0,2024-10-5,Ipswich Town
5196,Dara O'Shea,26.0,ie IRL,CB,25-215,90,0,0,0,0,1,0,0,0,76,0,1,2,0.0,0.0,0.0,0,0,52,68,76.5,5,56,0,0,0,2024-10-5,Ipswich Town
5197,Ben Johnson,18.0,eng ENG,RB,24-255,90,0,0,0,0,0,0,0,0,68,4,0,1,0.0,0.0,0.0,0,0,46,58,79.3,6,34,2,2,2,2024-10-5,Ipswich Town
5198,Arijanet Muric,1.0,xk KVX,GK,25-333,90,0,0,0,0,0,0,0,0,37,0,0,0,0.0,0.0,0.0,0,0,28,31,90.3,0,30,0,0,0,2024-10-5,Ipswich Town
5199,16 Players,,,,,990,1,0,0,0,9,2,1,0,568,15,6,8,0.6,0.6,0.6,16,0,393,479,82.0,35,400,21,18,11,2024-10-5,Ipswich Town
5200,Liam Delap,19.0,eng ENG,FW,21-205,80,1,0,0,0,4,2,0,0,18,1,0,0,0.2,0.2,0.0,2,0,3,5,60.0,0,7,2,1,1,2024-8-31,Ipswich Town
5201,Ali Al Hamadi,16.0,iq IRQ,FW,22-183,10,0,0,0,0,0,0,1,0,5,1,0,0,0.0,0.0,0.0,1,0,2,3,66.7,0,1,0,0,0,2024-8-31,Ipswich Town
5202,Sammie Szmodics,23.0,ie IRL,LW,28-342,80,0,0,0,0,0,0,0,0,21,0,1,2,0.0,0.0,0.0,0,0,10,16,62.5,3,10,2,1,1,2024-8-31,Ipswich Town
5203,Jack Clarke,47.0,eng ENG,LW,23-282,10,0,0,0,0,2,0,0,0,7,0,0,0,0.1,0.1,0.0,0,0,1,4,25.0,0,5,0,0,0,2024-8-31,Ipswich Town
5204,Chiedozie Ogbene,21.0,ie IRL,RW,27-122,87,0,0,0,0,0,0,0,0,24,4,0,0,0.0,0.0,0.0,2,0,12,16,75.0,0,12,1,1,0,2024-8-31,Ipswich Town
5205,Conor Chaplin,10.0,eng ENG,"AM,RW",27-197,3,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,1,0,4,4,100.0,1,1,0,0,0,2024-8-31,Ipswich Town
5206,Omari Hutchinson,20.0,eng ENG,"AM,RW",20-306,90,0,0,0,0,2,1,0,0,44,1,0,3,0.1,0.1,0.0,0,0,29,32,90.6,3,25,0,3,2,2024-8-31,Ipswich Town
5207,Kalvin Phillips,8.0,eng ENG,DM,28-273,70,0,0,0,0,0,0,0,0,42,0,0,2,0.0,0.0,0.0,1,0,27,35,77.1,3,21,0,0,0,2024-8-31,Ipswich Town
5208,Jens Cajuste,12.0,se SWE,DM,25-021,20,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.0,3,0,8,9,88.9,1,5,2,1,1,2024-8-31,Ipswich Town
5209,Sam Morsy,5.0,eg EGY,DM,32-356,90,0,0,0,0,0,0,1,0,64,1,0,1,0.0,0.0,0.0,2,0,53,60,88.3,7,33,1,2,2,2024-8-31,Ipswich Town
5210,Leif Davis,3.0,eng ENG,LB,24-232,90,0,1,0,0,1,0,0,0,58,2,0,1,0.1,0.1,0.2,6,2,40,48,83.3,2,30,1,4,2,2024-8-31,Ipswich Town
5211,Jacob Greaves,24.0,eng ENG,CB,23-354,90,0,0,0,0,1,1,0,0,60,0,2,1,0.0,0.0,0.0,0,0,41,49,83.7,1,27,0,0,0,2024-8-31,Ipswich Town
5212,Luke Woolfenden,6.0,eng ENG,CB,25-315,90,0,0,0,0,1,0,0,0,70,0,0,1,0.0,0.0,0.0,0,0,53,60,88.3,3,44,2,0,0,2024-8-31,Ipswich Town
5213,Axel Tuanzebe,40.0,cd COD,RB,26-291,90,0,0,0,0,0,0,0,0,58,3,1,0,0.0,0.0,0.0,1,0,45,52,86.5,2,27,2,1,1,2024-8-31,Ipswich Town
5214,Arijanet Muric,1.0,xk KVX,GK,25-298,90,0,0,0,0,0,0,0,0,42,0,0,0,0.0,0.0,0.0,1,0,32,41,78.0,0,25,0,0,0,2024-8-31,Ipswich Town
5215,15 Players,,,,,990,1,1,0,0,11,4,2,0,529,13,4,11,0.4,0.4,0.4,20,2,360,434,82.9,26,273,13,14,10,2024-8-31,Ipswich Town
5216,Liam Delap,19.0,eng ENG,FW,21-226,72,0,0,0,0,1,0,1,0,16,0,0,0,0.0,0.0,0.0,0,0,5,10,50.0,2,10,0,2,1,2024-9-21,Ipswich Town
5217,George Hirst,27.0,eng ENG,FW,25-219,18,0,0,0,0,2,1,0,0,6,0,0,0,0.5,0.5,0.0,1,1,3,3,100.0,1,4,0,0,0,2024-9-21,Ipswich Town
5218,Sammie Szmodics,23.0,ie IRL,LW,28-363,61,0,0,0,0,3,1,0,0,19,0,0,0,0.7,0.7,0.0,0,0,7,11,63.6,0,11,0,0,0,2024-9-21,Ipswich Town
5219,Jack Clarke,47.0,eng ENG,LW,23-303,29,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.4,1,0,8,8,100.0,0,5,1,1,0,2024-9-21,Ipswich Town
5220,Wes Burns,7.0,wls WAL,RW,29-303,72,0,0,0,0,0,0,0,0,35,2,0,0,0.0,0.0,0.6,2,0,22,28,78.6,1,24,2,2,1,2024-9-21,Ipswich Town
5221,Conor Chaplin,10.0,eng ENG,RW,27-218,18,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,0,0,4,6,66.7,1,5,1,0,0,2024-9-21,Ipswich Town
5222,Omari Hutchinson,20.0,eng ENG,AM,20-327,90,0,0,0,0,1,1,1,0,55,1,3,1,0.0,0.0,0.3,5,0,35,41,85.4,8,41,5,6,3,2024-9-21,Ipswich Town
5223,Jens Cajuste,12.0,se SWE,DM,25-042,60,0,0,0,0,1,0,0,0,34,2,0,0,0.0,0.0,0.0,1,0,23,26,88.5,2,14,0,0,0,2024-9-21,Ipswich Town
5224,Jack Taylor,14.0,ie IRL,DM,26-090,30,0,0,0,0,0,0,1,0,18,1,1,0,0.0,0.0,0.0,1,0,13,15,86.7,1,7,0,0,0,2024-9-21,Ipswich Town
5225,Sam Morsy,5.0,eg EGY,DM,33-011,90,1,0,0,0,2,1,0,0,65,4,1,0,0.1,0.1,0.0,2,0,53,59,89.8,11,39,0,0,0,2024-9-21,Ipswich Town
5226,Leif Davis,3.0,eng ENG,LB,24-253,90,0,0,0,0,1,1,0,0,58,0,1,1,0.2,0.2,0.2,4,0,31,52,59.6,1,23,2,2,1,2024-9-21,Ipswich Town
5227,Jacob Greaves,24.0,eng ENG,CB,24-009,90,0,0,0,0,1,0,0,0,63,5,1,0,0.0,0.0,0.0,0,0,48,54,88.9,4,29,0,1,1,2024-9-21,Ipswich Town
5228,Dara O'Shea,26.0,ie IRL,CB,25-201,90,0,0,0,0,1,1,1,0,70,1,4,1,0.1,0.1,0.0,1,0,47,57,82.5,2,36,0,1,1,2024-9-21,Ipswich Town
5229,Axel Tuanzebe,40.0,cd COD,RB,26-312,81,0,0,0,0,0,0,0,0,57,1,2,1,0.0,0.0,0.0,3,0,44,50,88.0,6,36,1,1,0,2024-9-21,Ipswich Town
5230,Ben Johnson,18.0,eng ENG,RB,24-241,9,0,0,0,0,0,0,0,0,10,0,0,1,0.0,0.0,0.0,1,0,5,7,71.4,1,5,1,1,0,2024-9-21,Ipswich Town
5231,Arijanet Muric,1.0,xk KVX,GK,25-319,90,0,0,0,0,0,0,0,0,27,0,0,0,0.0,0.0,0.0,0,0,23,25,92.0,0,16,0,0,0,2024-9-21,Ipswich Town
5232,16 Players,,,,,990,1,0,0,0,13,6,4,0,552,17,13,5,1.7,1.7,1.6,22,1,371,452,82.1,41,305,13,17,8,2024-9-21,Ipswich Town
5233,Conor Chaplin,10.0,eng ENG,"FW,AM",27-309,61,0,0,0,0,0,0,0,0,26,2,0,1,0.0,0.0,0.2,2,0,13,20,65.0,1,10,0,1,0,2024-12-21,Ipswich Town
5234,Jack Taylor,14.0,ie IRL,AM,26-181,29,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,0,0,7,8,87.5,2,6,0,0,0,2024-12-21,Ipswich Town
5235,Sammie Szmodics,23.0,ie IRL,LW,29-088,77,0,0,0,0,2,1,0,0,26,0,0,0,0.3,0.3,0.0,1,0,19,21,90.5,1,18,2,0,0,2024-12-21,Ipswich Town
5236,Nathan Broadhead,33.0,wls WAL,LW,26-260,13,0,0,0,0,1,1,0,0,13,0,0,1,0.0,0.0,0.0,2,0,6,8,75.0,2,10,2,1,0,2024-12-21,Ipswich Town
5237,Wes Burns,7.0,wls WAL,RW,30-028,77,0,0,0,0,1,0,0,0,28,0,0,0,0.0,0.0,0.0,1,0,12,21,57.1,2,23,5,4,2,2024-12-21,Ipswich Town
5238,Ben Johnson,18.0,eng ENG,RW,24-332,13,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,4,4,100.0,0,5,0,0,0,2024-12-21,Ipswich Town
5239,Omari Hutchinson,20.0,eng ENG,AM,21-052,45,0,0,0,0,1,0,0,0,21,0,0,0,0.0,0.0,0.0,0,0,12,15,80.0,2,15,1,2,0,2024-12-21,Ipswich Town
5240,Ali Al Hamadi,16.0,iq IRQ,FW,22-295,45,0,0,0,0,3,0,1,0,14,0,0,0,0.3,0.3,0.0,3,0,7,7,100.0,2,11,2,3,2,2024-12-21,Ipswich Town
5241,Jens Cajuste,12.0,se SWE,DM,25-133,61,0,0,0,0,1,0,0,0,53,1,0,0,0.0,0.0,0.1,1,0,40,44,90.9,1,36,3,2,0,2024-12-21,Ipswich Town
5242,Kalvin Phillips,8.0,eng ENG,DM,29-019,29,0,0,0,0,0,0,0,0,20,1,1,0,0.0,0.0,0.0,0,0,15,19,78.9,1,11,0,0,0,2024-12-21,Ipswich Town
5243,Sam Morsy,5.0,eg EGY,DM,33-102,90,0,0,0,0,0,0,1,0,56,1,0,1,0.0,0.0,0.0,3,0,48,51,94.1,7,37,0,0,0,2024-12-21,Ipswich Town
5244,Leif Davis,3.0,eng ENG,LB,24-344,90,0,0,0,0,0,0,0,0,62,2,1,0,0.0,0.0,0.1,1,0,41,57,71.9,2,39,0,0,0,2024-12-21,Ipswich Town
5245,Cameron Burgess,15.0,au AUS,CB,29-061,90,0,0,0,0,0,0,0,0,61,1,0,0,0.0,0.0,0.0,0,0,49,54,90.7,3,39,0,0,0,2024-12-21,Ipswich Town
5246,Dara O'Shea,26.0,ie IRL,CB,25-292,90,0,0,0,0,1,0,0,0,54,2,1,1,0.1,0.1,0.0,2,0,39,45,86.7,6,28,0,0,0,2024-12-21,Ipswich Town
5247,Harry Clarke,2.0,eng ENG,RB,23-294,90,0,0,0,0,0,0,0,0,48,0,1,1,0.0,0.0,0.0,0,0,32,44,72.7,2,26,1,0,0,2024-12-21,Ipswich Town
5248,Arijanet Muric,1.0,xk KVX,GK,26-044,90,0,0,0,0,0,0,0,0,44,0,0,0,0.0,0.0,0.0,0,0,30,44,68.2,0,29,0,0,0,2024-12-21,Ipswich Town
5249,16 Players,,,,,990,0,0,0,0,10,2,2,0,540,10,4,5,0.7,0.7,0.5,16,0,374,462,81.0,34,343,16,13,4,2024-12-21,Ipswich Town
5250,Liam Delap,19.0,eng ENG,FW,21-296,90,0,0,0,0,1,0,0,0,16,0,0,0,0.0,0.0,0.1,3,0,5,8,62.5,1,10,2,4,1,2024-11-30,Ipswich Town
5251,Sammie Szmodics,23.0,ie IRL,LW,29-067,63,0,0,0,0,0,0,0,0,13,1,0,0,0.0,0.0,0.0,0,0,6,8,75.0,0,7,0,1,0,2024-11-30,Ipswich Town
5252,Jack Clarke,47.0,eng ENG,LW,24-007,27,0,0,0,0,1,1,0,0,15,0,1,0,0.1,0.1,0.0,2,0,8,11,72.7,2,10,1,1,1,2024-11-30,Ipswich Town
5253,Omari Hutchinson,20.0,eng ENG,"RW,AM",21-031,78,0,0,0,0,1,1,0,0,31,2,1,0,0.1,0.1,0.0,0,0,15,21,71.4,1,19,5,4,0,2024-11-30,Ipswich Town
5254,Nathan Broadhead,33.0,wls WAL,AM,26-239,12,0,0,0,0,0,0,0,0,7,1,0,0,0.0,0.0,0.0,0,0,4,6,66.7,0,3,1,0,0,2024-11-30,Ipswich Town
5255,Conor Chaplin,10.0,eng ENG,AM,27-288,73,0,0,0,0,0,0,0,0,33,2,0,2,0.0,0.0,0.0,1,0,22,28,78.6,5,21,4,3,2,2024-11-30,Ipswich Town
5256,Wes Burns,7.0,wls WAL,RW,30-007,17,0,0,0,0,0,0,0,0,14,1,0,0,0.0,0.0,0.0,0,0,5,10,50.0,0,7,0,2,1,2024-11-30,Ipswich Town
5257,Jens Cajuste,12.0,se SWE,DM,25-112,73,0,0,0,0,0,0,1,0,38,3,0,0,0.0,0.0,0.0,0,0,23,30,76.7,2,20,3,0,0,2024-11-30,Ipswich Town
5258,Jack Taylor,14.0,ie IRL,DM,26-160,17,0,0,0,0,1,0,0,0,20,0,0,1,0.0,0.0,0.1,3,0,16,18,88.9,5,9,1,0,0,2024-11-30,Ipswich Town
5259,Sam Morsy,5.0,eg EGY,DM,33-081,90,0,0,0,0,0,0,0,0,50,1,2,0,0.0,0.0,0.0,1,0,37,44,84.1,6,23,0,0,0,2024-11-30,Ipswich Town
5260,Leif Davis,3.0,eng ENG,LB,24-323,90,0,0,0,0,0,0,0,0,56,1,0,0,0.0,0.0,0.4,3,0,28,46,60.9,2,18,3,4,3,2024-11-30,Ipswich Town
5261,Cameron Burgess,15.0,au AUS,CB,29-040,90,0,0,0,0,3,0,0,0,66,1,0,0,0.3,0.3,0.0,0,0,40,56,71.4,2,28,0,0,0,2024-11-30,Ipswich Town
5262,Dara O'Shea,26.0,ie IRL,CB,25-271,90,0,0,0,0,0,0,1,0,72,1,0,1,0.0,0.0,0.0,0,0,53,63,84.1,4,40,1,0,0,2024-11-30,Ipswich Town
5263,Axel Tuanzebe,40.0,cd COD,RB,27-016,78,0,0,0,0,0,0,1,0,40,2,0,0,0.0,0.0,0.0,0,0,29,34,85.3,1,17,0,0,0,2024-11-30,Ipswich Town
5264,Harry Clarke,2.0,eng ENG,RB,23-273,12,0,0,0,0,0,0,0,0,22,0,0,0,0.0,0.0,0.0,0,0,13,21,61.9,1,7,0,0,0,2024-11-30,Ipswich Town
5265,Arijanet Muric,1.0,xk KVX,GK,26-023,90,0,0,0,0,0,0,0,0,38,0,0,0,0.0,0.0,0.0,0,0,29,34,85.3,0,18,0,0,0,2024-11-30,Ipswich Town
5266,16 Players,,,,,990,0,0,0,0,7,2,3,0,531,16,4,4,0.6,0.6,0.6,13,0,333,438,76.0,32,257,21,19,8,2024-11-30,Ipswich Town
5267,Liam Delap,19.0,eng ENG,FW,21-276,69,1,1,0,0,1,1,1,0,16,0,0,0,0.9,0.9,0.3,3,1,5,7,71.4,2,12,2,1,1,2024-11-10,Ipswich Town
5268,George Hirst,27.0,eng ENG,FW,25-269,21,0,0,0,0,0,0,0,0,15,0,0,0,0.0,0.0,0.0,0,0,4,10,40.0,0,8,1,0,0,2024-11-10,Ipswich Town
5269,Sammie Szmodics,23.0,ie IRL,LW,29-047,69,1,0,0,0,2,2,0,0,30,2,0,1,0.4,0.4,0.0,1,0,10,18,55.6,1,15,2,0,0,2024-11-10,Ipswich Town
5270,Jack Clarke,47.0,eng ENG,LW,23-353,21,0,0,0,0,1,0,0,0,14,1,0,1,0.0,0.0,0.0,0,0,6,11,54.5,0,7,0,0,0,2024-11-10,Ipswich Town
5271,Ben Johnson,18.0,eng ENG,RW,24-291,90,0,0,0,0,0,0,1,0,29,3,1,1,0.0,0.0,0.0,2,1,12,17,70.6,1,14,0,1,1,2024-11-10,Ipswich Town
5272,Omari Hutchinson,20.0,eng ENG,AM,21-011,90,0,0,0,0,1,0,1,0,43,2,2,2,0.1,0.1,0.0,3,0,23,27,85.2,3,28,4,9,5,2024-11-10,Ipswich Town
5273,Jens Cajuste,12.0,se SWE,DM,25-092,89,0,0,0,0,0,0,0,0,33,2,0,4,0.0,0.0,0.0,1,0,15,20,75.0,1,15,1,3,3,2024-11-10,Ipswich Town
5274,Massimo Luongo,25.0,au AUS,DM,32-046,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,2024-11-10,Ipswich Town
5275,Sam Morsy,5.0,eg EGY,DM,33-061,90,0,0,0,0,0,0,0,0,44,2,3,2,0.0,0.0,0.0,0,0,31,34,91.2,1,26,0,1,1,2024-11-10,Ipswich Town
5276,Leif Davis,3.0,eng ENG,LB,24-303,90,0,0,0,0,1,0,1,0,48,1,1,0,0.0,0.0,0.2,3,0,24,36,66.7,3,25,2,2,2,2024-11-10,Ipswich Town
5277,Cameron Burgess,15.0,au AUS,CB,29-020,90,0,0,0,0,1,0,0,0,43,0,2,0,0.1,0.1,0.0,0,0,19,29,65.5,2,20,0,0,0,2024-11-10,Ipswich Town
5278,Dara O'Shea,26.0,ie IRL,CB,25-251,90,0,0,0,0,1,0,0,0,39,2,0,4,0.1,0.1,0.0,0,0,16,23,69.6,0,17,0,0,0,2024-11-10,Ipswich Town
5279,Axel Tuanzebe,40.0,cd COD,RB,26-362,90,0,0,0,0,0,0,1,0,40,2,2,2,0.0,0.0,0.0,0,0,19,35,54.3,0,20,1,0,0,2024-11-10,Ipswich Town
5280,Arijanet Muric,1.0,xk KVX,GK,26-003,90,0,0,0,0,0,0,0,0,52,0,0,0,0.0,0.0,0.0,0,0,26,45,57.8,0,26,0,0,0,2024-11-10,Ipswich Town
5281,14 Players,,,,,990,2,1,0,0,8,3,5,0,446,17,11,17,1.6,1.6,0.5,13,2,210,312,67.3,14,233,13,17,13,2024-11-10,Ipswich Town
5282,Liam Delap,19.0,eng ENG,FW,21-234,89,2,0,0,0,3,3,1,0,18,0,0,1,0.6,0.6,0.0,3,1,4,8,50.0,0,18,4,1,1,2024-9-29,Ipswich Town
5283,George Hirst,27.0,eng ENG,FW,25-227,1,0,0,0,0,0,0,0,0,2,1,0,0,0.0,0.0,0.0,0,0,0,0,,0,1,0,0,0,2024-9-29,Ipswich Town
5284,Jack Clarke,47.0,eng ENG,LW,23-311,89,0,1,0,0,2,0,0,0,39,3,0,0,0.1,0.1,0.3,6,1,20,29,69.0,3,23,1,4,3,2024-9-29,Ipswich Town
5285,Sammie Szmodics,23.0,ie IRL,LW,29-005,1,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,3,3,100.0,0,3,1,0,0,2024-9-29,Ipswich Town
5286,Chiedozie Ogbene,21.0,ie IRL,RW,27-151,68,0,0,0,0,0,0,0,0,17,1,0,0,0.0,0.0,0.0,1,0,7,11,63.6,0,11,1,3,1,2024-9-29,Ipswich Town
5287,Wes Burns,7.0,wls WAL,RW,29-311,22,0,0,0,0,1,0,0,0,6,0,0,1,0.2,0.2,0.0,0,0,2,3,66.7,0,3,1,0,0,2024-9-29,Ipswich Town
5288,Omari Hutchinson,20.0,eng ENG,AM,20-335,90,0,1,0,0,1,0,0,0,42,0,0,1,0.0,0.0,0.3,5,1,26,32,81.3,4,26,3,6,4,2024-9-29,Ipswich Town
